expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,adjs,restrictor_DE,scope_DE,NPI,animate,agent,occupation,clothing,appearance,physical,conceptual,breakable,start_with_vowel,frontable,gender,irrpl,document,negated,locale,institution,arg_clause,homophonous,pluralform,sgequalspl,properNoun,topic,image,v_embed_sc
government,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
governments,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
legislature,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
legislatures,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
company,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
companies,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
organization,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
organizations,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
association,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
associations,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
committee,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
committees,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
art gallery,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
art galleries,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
grocery store,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
grocery stores,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
public park,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
public parks,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
movie theater,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
movie theaters,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wear,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,clothing=1,,wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wearing,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,clothing=1,,wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wore,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,clothing=1,,wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worn,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,clothing=1,,wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wear,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,clothing=1,,wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wears,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,clothing=1,,wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,physical=1^animate=0,,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleaning,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,physical=1^animate=0,,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleaned,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,physical=1^animate=0,,clean,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
cleaned,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,physical=1^animate=0,,clean,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
clean,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,physical=1^animate=0,,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleans,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,physical=1^animate=0,,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,physical=1^animate=0^breakable=1,,break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breaking,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,physical=1^animate=0^breakable=1,,break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broke,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,physical=1^animate=0^breakable=1,,break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broken,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,physical=1^animate=0^breakable=1,,break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,physical=1^animate=0^breakable=1,,break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breaks,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,physical=1^animate=0^breakable=1,,break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buy,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,institution=1;animate=1,physical=1^animate=0,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buying,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,institution=1;animate=1,physical=1^animate=0,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bought,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,institution=1;animate=1,physical=1^animate=0,,buy,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
bought,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,institution=1;animate=1,physical=1^animate=0,,buy,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
buy,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,institution=1^sg=0;animate=1^sg=0,physical=1^animate=0,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buys,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,institution=1^sg=1;animate=1^sg=1,physical=1^animate=0,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sell,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,institution=1;animate=1,physical=1^animate=0,,sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selling,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,institution=1;animate=1,physical=1^animate=0,,sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sold,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,institution=1;animate=1,physical=1^animate=0,,sell,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
sold,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,institution=1;animate=1,physical=1^animate=0,,sell,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
sell,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;animate=1^sg=0,physical=1^animate=0,,sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sells,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;animate=1^sg=1,physical=1^animate=0,,sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lift,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,physical=1^animate=0,,lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lifting,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,physical=1^animate=0,,lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lifted,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,physical=1^animate=0,,lift,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
lifted,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,physical=1^animate=0,,lift,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
lift,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,physical=1^animate=0,,lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lifts,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,physical=1^animate=0,,lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,
have,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
have,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
had,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
take,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
took,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taking,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1;institution=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taken,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bring,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brought,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
brought,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
bringing,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,physical=1^animate=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
see,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
see,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sees,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saw,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seen,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
like,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
like,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
likes,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liked,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
admire,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admiring,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1;institution=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admire,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admires,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admired,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
admired,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,physical=1^animate=0;animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
love,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
love,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loves,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loved,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
loved,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
hate,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hate,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hates,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hated,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
hated,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
know,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
know,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knows,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knew,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
known,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
respect,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
respect,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
respects,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
respected,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
respected,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
care for,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
care for,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cares for,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cared for,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
cared for,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
dislike,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dislike,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dislikes,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disliked,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
disliked,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
remember,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remember,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remembers,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remembered,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
remembered,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1;document=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
forget,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forget,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forgets,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forgot,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forgotten,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1;document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiss,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiss,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kisses,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kissed,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
kissed,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
kissing,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helps,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helped,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
helped,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
helping,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talk to,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talk to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talks to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talked to,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
talked to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
talking to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1;institution=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hug,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hug,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hugs,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hugged,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
hugged,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
hugging,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visit,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visit,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visits,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visited,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
visited,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
visiting,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appreciate,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,animate=1;document=1;conceptual=1;topic=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
appreciate,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,animate=1;document=1;conceptual=1;topic=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
appreciates,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,animate=1;document=1;conceptual=1;topic=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
appreciated,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,animate=1;document=1;conceptual=1;topic=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
appreaciated,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,animate=1;document=1;conceptual=1;topic=1;locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
